channel_name,channel_id,category,batch
lionmedianews,1237463271,verschwoerungsideologie,1
lionmediatv,1493250577,verschwoerungsideologie,1
lknews2,1472872205,verschwoerungsideologie,1
lupo_cattivo_blog,1446079377,verschwoerungsideologie,1
macklemachtgutelaune,1204275498,verschwoerungsideologie,1
margaretaskanal,1483221334,verschwoerungsideologie,1
markmobil,1255497485,verschwoerungsideologie,1
markus_lowien,1246009469,verschwoerungsideologie,1
martinlejeune,1430617961,verschwoerungsideologie,1
matthiaslangwasser,1476875436,verschwoerungsideologie,1
maxopposition,1458200352,verschwoerungsideologie,1
mfgoesterreich,1414939311,verschwoerungsideologie,1
mh171702q2q,1460515022,verschwoerungsideologie,1
michaelvogt_tv,1469915980,verschwoerungsideologie,1
michaelwendlerofficial,1855601434,verschwoerungsideologie,1
milenapreradovic,1405107570,verschwoerungsideologie,1
mimo_tv,1408766358,verschwoerungsideologie,1
misstrauensvotum,1313847545,verschwoerungsideologie,1
mmet101a,1437475781,verschwoerungsideologie,1
mmnews_offiziell,1269918118,verschwoerungsideologie,1
monika_donner,1423116518,verschwoerungsideologie,1
mstpatriotnrw,1497494341,verschwoerungsideologie,1
multipolar_magazin,1307428669,verschwoerungsideologie,1
muslimefuerwahrheit,1152299881,verschwoerungsideologie,1
ndvnews,1563554390,verschwoerungsideologie,1
nesara_gesara,1302058605,verschwoerungsideologie,1
neuzeitnachrichten,1154179143,verschwoerungsideologie,1
newskitchen24,1402769378,verschwoerungsideologie,1
nichtsals,1493517302,verschwoerungsideologie,1
nixistwieesscheint,1207822333,verschwoerungsideologie,1
norberthaeringde,1322206221,verschwoerungsideologie,1
nuoviso,1303817903,verschwoerungsideologie,1
oerwacht,1711486810,verschwoerungsideologie,1
oliverjanich,1218998207,verschwoerungsideologie,1
operationrubikon,1368502512,verschwoerungsideologie,1
oweschattauer,1215061349,verschwoerungsideologie,1
philippkruse,1432345705,verschwoerungsideologie,1
pit_skywatcher,1366661270,verschwoerungsideologie,1
pizzagate_archiv,1414782217,verschwoerungsideologie,1
ploetzlich_und_unerwartet,1755082637,verschwoerungsideologie,1
polifa_channel,1264637628,verschwoerungsideologie,1
ra_christ,1209653981,verschwoerungsideologie,1
rabbitresearch,1411594255,verschwoerungsideologie,1
rapbellions,1281434103,verschwoerungsideologie,1
realsciencefiles,1362959979,verschwoerungsideologie,1
rechtsanwaeltin_beate_bahner,1327351212,verschwoerungsideologie,1
reitschusterde,1279658981,verschwoerungsideologie,1
riasberlin,1432174334,verschwoerungsideologie,1
robertmatuschewski,1326927963,verschwoerungsideologie,1
rubikonmagazin,1271732207,verschwoerungsideologie,1
rundetisch,1243505194,verschwoerungsideologie,1
rundumgsund,1394857289,verschwoerungsideologie,1
saraslightfight,1232110655,verschwoerungsideologie,1
saschagerecht,1498853195,verschwoerungsideologie,1
sasek_tv,1228473192,verschwoerungsideologie,1
schlafschafkanal,1881933266,verschwoerungsideologie,1
schrangtv,1267554567,verschwoerungsideologie,1
servusdeutschland,1370285074,verschwoerungsideologie,1
showagentenradio,1388885784,verschwoerungsideologie,1
silberjungeoffiziell,1461777529,verschwoerungsideologie,1
silberjungethorstenschulte,1422165531,verschwoerungsideologie,1
simon_parkes_deutsch,1186715649,verschwoerungsideologie,1
soulmatesfg,1481394216,verschwoerungsideologie,1
stayfreeka,1181874651,verschwoerungsideologie,1
stefanmagnet,1208609374,verschwoerungsideologie,1
stimmefreiesbrandenburg,1146101176,verschwoerungsideologie,1
stopbrd,1434822252,verschwoerungsideologie,1
strickertv,1442742439,verschwoerungsideologie,1
stwfullford,1288675773,verschwoerungsideologie,1
t5mtxr8b,1347541755,verschwoerungsideologie,1
tagesdosis_kenfm,1482419674,verschwoerungsideologie,1
tagxdeutschlandkanal,1343329475,verschwoerungsideologie,1
tartariayoutube,1477270369,verschwoerungsideologie,1
thomastrepnau,1232375140,verschwoerungsideologie,1
tomsfreiheitskanal,1587385183,verschwoerungsideologie,1
traugottickerothliveticker,1801386436,verschwoerungsideologie,1
traukeinempromioffiziell,1331796135,verschwoerungsideologie,1
twanie47,1353466896,verschwoerungsideologie,1
ukvali,1426706465,verschwoerungsideologie,1
unblogd,1127888562,verschwoerungsideologie,1
verbindediepunkte,1891232725,verschwoerungsideologie,1
vickytheredsparrow,1569129567,verschwoerungsideologie,1
videodump1,1246014340,verschwoerungsideologie,1
vivoterra,1366529589,verschwoerungsideologie,1
wahrehistorie,1418688957,verschwoerungsideologie,1
wahrheit2,1177199728,verschwoerungsideologie,1
wendlermediausa,1411465527,verschwoerungsideologie,1
wetteradlerkanal,1306076053,verschwoerungsideologie,1
widerstandfbade,1470335203,verschwoerungsideologie,1
wirsindvielmehr,1264132952,verschwoerungsideologie,1
wissenistmacht1,1305577127,verschwoerungsideologie,1
wissensmanufaktur,1485567899,verschwoerungsideologie,1
wissensmanufaktur1,1167959099,verschwoerungsideologie,1
wochenblick,1358162206,verschwoerungsideologie,1
wolfes00,1754861292,verschwoerungsideologie,1
wolff_ernst,1171703093,verschwoerungsideologie,1
xavier_naidoo,1284455740,verschwoerungsideologie,1
yannsongking,1267865627,verschwoerungsideologie,1
andibe_nachrichten,1260914539,reichsbuerger,1
aufklaerungfuerdeutschland,1229558369,reichsbuerger,1
befrei,1420095982,reichsbuerger,1
bestofruedigerhoffmann,1196936306,reichsbuerger,1
bewussttv,1194103498,reichsbuerger,1
der_beobachter_erkenne_was_ist,1174247153,reichsbuerger,1
deutschesreich1871bisheute,1572429603,reichsbuerger,1
diefrontnews,1420782545,reichsbuerger,1
diemenschheiterwacht,1291782564,reichsbuerger,1
dokukiste,1146910650,reichsbuerger,1
earth_reboot,1300355690,reichsbuerger,1
freiheitfuerdeutschland,1281862860,reichsbuerger,1
gedankenzumweltbild,1340969330,reichsbuerger,1
ghzfriedrichmaik,1544447057,reichsbuerger,1
heikewerdingvideokanal,1133809108,reichsbuerger,1
heinrichs_gedanken,1169406847,reichsbuerger,1
illuminati_news_tv,1312031999,reichsbuerger,1
join_platt_form_now,1319370365,reichsbuerger,1
katja_katja_gelbwesten,1522711134,reichsbuerger,1
kdntv,1209420709,reichsbuerger,1
ketzerderneuzeit,1421467508,reichsbuerger,1
koenigreichdeutschland,1170252948,reichsbuerger,1
lautgedacht_heimathland,1487756022,reichsbuerger,1
mittelerdetv,1353086552,reichsbuerger,1
nachrichtvonmueller,1256104240,reichsbuerger,1
niemeyeroffiziell,1630870277,reichsbuerger,1
patriotischestimmedeutschlands,1626989812,reichsbuerger,1
realwilliamtoel,1542495964,reichsbuerger,1
ruedigerhoffmannarchiv,1662755009,reichsbuerger,1
rustag1913gs,1198132938,reichsbuerger,1
sc360media,1152076760,reichsbuerger,1
sghpatrioten,1398480126,reichsbuerger,1
staatenloskatalog,1665798471,reichsbuerger,1
staatssimulation_brd,1228116816,reichsbuerger,1
unserrecht,1572428437,reichsbuerger,1
achern_weiss_bescheid,1244071856,querdenken,1
aliensbestfriend,1356242667,querdenken,1
allesaussermainstream,1311706230,querdenken,1
apo_duesseldorf,1610725481,querdenken,1
bettinagorzolla,1143947209,querdenken,1
billsix,1814209820,querdenken,1
bjoernbanane,1215870893,querdenken,1
boschimodestages,1426227217,querdenken,1
buergerbewegungleipzig2021info,1309109262,querdenken,1
buergerforumschwabeninfokanal,1283726764,querdenken,1
busfahrerthomas,1482577083,querdenken,1
bustek,1326100380,querdenken,1
corona_ausschuss,1472553867,querdenken,1
corona_rebellen_bw_info,1408065068,querdenken,1
coronarebellenberlininfo,1226080881,querdenken,1
coronarebellench,1232234822,querdenken,1
curschmann_kaesinger,1387194547,querdenken,1
dahlmannchristian,1459873446,querdenken,1
dauerwelledemoreport,1433035545,querdenken,1
davebrych_public,1379750415,querdenken,1
demokratischerwiderstandtelegram,1567526961,querdenken,1
dersubjektivestudent,2256340963,querdenken,1
die_basis_funkt,1476491687,querdenken,1
dieblauehand,1267472179,querdenken,1
dieneuenormalitaet,1907972829,querdenken,1
dominikstapf,1209976475,querdenken,1
drdaniellanghans,1244362434,querdenken,1
drguidohofmann,1477504279,querdenken,1
eltern_stehen_auf,1255702344,querdenken,1
endundneuzeitreport,1598574534,querdenken,1
ffmfreiheit,1230860218,querdenken,1
freedomforfuture,1426563583,querdenken,1
frei_sein_niedersachsen,1324108066,querdenken,1
freiheitsboten_kw_lds,2277168783,querdenken,1
freiseinfreiburginfokanal,1316693438,querdenken,1
galstarr,1455786709,querdenken,1
gemeinsamschweizch,1425182936,querdenken,1
gi_informiert,1439437320,querdenken,1
haintz,1387359927,querdenken,1
holgerfischerra,1426274927,querdenken,1
horizont_telegram,1209450450,querdenken,1
infowelle,1397637932,querdenken,1
karlhilzdasoriginal,1186222350,querdenken,1
kathrinhaasoffiziell,1202382071,querdenken,1
klar525,1244051568,querdenken,1
konstantinaroesch,1441137917,querdenken,1
langemanntv,1345030422,querdenken,1
lapazmusikofficial,1397527628,querdenken,1
laufschritt,1575378475,querdenken,1
leisnig,1185542288,querdenken,1
magdeburg13032021,1458939322,querdenken,1
massvoll,1170416613,querdenken,1
mg_demo,1410175190,querdenken,1
michaelfritsch,1287962602,querdenken,1
mindofheart,1398428562,querdenken,1
mr_marcus_fuchs,1539484087,querdenken,1
muenchenstehtauf,1277509515,querdenken,1
mutigmacher_kanal,1466774046,querdenken,1
ninamaleikaoffiziell,1560514685,querdenken,1
offges,1145961783,querdenken,1
ovalmedia,1290333430,querdenken,1
pankalla,1248241416,querdenken,1
paulapcay,1317387753,querdenken,1
paulbrandenburg,1390897042,querdenken,1
paulbrandenburgdiskussion,1539709875,querdenken,1
punktpreradovic,1476982279,querdenken,1
qd351,1506607055,querdenken,1
queraufeins,1666005613,querdenken,1
querdenken,1256458175,querdenken,1
querdenken0211,1179053915,querdenken,1
querdenken0421,1133408201,querdenken,1
querdenken083,1477789300,querdenken,1
querdenken089demo,1483037358,querdenken,1
querdenken201,1126188187,querdenken,1
querdenken201_aktiv,1350969606,querdenken,1
querdenken203,1242023007,querdenken,1
querdenken212,1360165831,querdenken,1
querdenken215,1491403279,querdenken,1
querdenken2161,1320866800,querdenken,1
querdenken221,1493488074,querdenken,1
querdenken231,1483513669,querdenken,1
querdenken234,1177709684,querdenken,1
querdenken235,1280511396,querdenken,1
querdenken235_aktiv,1150671462,querdenken,1
querdenken236,1417994509,querdenken,1
querdenken251,1401905477,querdenken,1
querdenken261,1336878650,querdenken,1
